(21,7)(58,30)	1732
(21,7)(54,27)	1716
(21,7)(58,27)	1712
(21,0)(54,27)	1681
(21,0)(54,30)	1676
(21,8)(58,27)	1664
(21,8)(60,27)	1656
(21,8)(60,30)	1745
(21,10)(60,30)	1711
(21,10)(46,30)	1679
(24,10)(48,30)	1625
(24,10)(46,30)	1681
(24,10)(50,30)	1677
(24,10)(53,28)	1674
(21,10)(53,28)	1669
(21,10)(60,28)	1620
(21,8)(60,28)	1654
(21,8)(56,30)	1685
(21,0)(56,30)	1645
(21,8)(56,28)	1654
(21,8)(56,27)	1685
(19,0)(56,27)	1635
(21,10)(56,27)	1700
(21,10)(60,27)	1696
(21,10)(57,30)	1682
(21,10)(53,27)	1711
(21,8)(53,27)	1745
(21,8)(57,27)	1741
(21,0)(53,27)	1705
(21,8)(57,30)	1727
(21,0)(53,30)	1705
(21,8)(53,30)	1705
(21,10)(53,30)	1691
(21,10)(57,27)	1687
(21,10)(55,30)	1683
(21,8)(55,27)	1745
(21,8)(59,27)	1741
(21,0)(55,27)	1705
(21,8)(55,30)	1737
(21,8)(59,30)	1727
(21,0)(55,30)	1705
(0,10)(55,30)	1655
(19,0)(55,30)	1705
(19,0)(59,30)	1701
(19,0)(56,30)	1701
(19,0)(60,30)	1701
(19,0)(60,21)	1687
(19,0)(47,21)	1701
(19,0)(43,23)	1703
(19,7)(43,23)	1700
(19,7)(47,23)	1696
(19,7)(48,23)	1696
(19,7)(44,23)	1746
(19,7)(51,29)	1692
(19,7)(51,30)	1736
(19,7)(51,23)	1732
(19,7)(50,21)	1742
(19,7)(60,21)	1720
(19,0)(56,21)	1751
(19,8)(56,21)	1765
(19,8)(60,21)	1761
(21,7)(56,21)	1760
(21,8)(56,21)	1765
(21,8)(60,21)	1761
(21,8)(50,21)	1747
(21,0)(50,21)	1760
(21,8)(46,21)	1765
(21,7)(46,21)	1760
(21,7)(50,21)	1756
(21,7)(46,23)	1700
(21,7)(50,23)	1682
(21,7)(60,21)	1720
(21,7)(60,29)	1719
(21,7)(60,30)	1720
(21,4)(60,30)	1585
(18,0)(60,30)	1637
(18,0)(56,30)	1716
(18,0)(58,30)	1624
(18,0)(60,21)	1712
(18,3)(60,21)	1711
(18,3)(60,23)	1687
(18,0)(60,23)	1669
(18,0)(54,26)	1655
(18,0)(60,26)	1589
(18,0)(60,27)	1592
(0,0)(60,27)	1547
(0,0)(60,30)	1611
(0,1)(60,30)	1588
(0,1)(54,26)	1655
(0,1)(54,30)	1531
(0,0)(54,30)	1527
(0,0)(58,30)	1439
(22,0)(58,30)	1531
(2,0)(38,30)	1529
(4,0)(38,30)	1527
(0,0)(38,30)	1586
(0,0)(48,30)	1456
(0,0)(41,30)	1550
(4,0)(41,30)	1481
(4,5)(41,30)	1621
(4,5)(44,30)	1610
(4,4)(41,30)	1671
(4,4)(48,30)	1716
(4,0)(48,30)	1712
(2,4)(48,30)	1708
(2,0)(48,30)	1712
(2,0)(41,30)	1671
(0,4)(41,30)	1668
(4,6)(41,30)	1656
(2,6)(41,30)	1632
(0,6)(41,30)	1652
(0,6)(50,30)	1610
(0,6)(60,30)	1667
(0,4)(60,30)	1665
(0,2)(60,30)	1663
(0,2)(41,30)	1656
(0,2)(50,30)	1610
(0,0)(50,30)	1608
(1,0)(50,30)	1664
(1,0)(60,30)	1601
(1,4)(60,30)	1692
(1,4)(50,30)	1719
(1,4)(48,30)	1681
(1,4)(43,30)	1719
(0,4)(43,30)	1717
(0,4)(43,28)	1715
(0,0)(43,28)	1715
(0,0)(43,30)	1717
(1,0)(42,30)	1712
(1,0)(36,30)	1719
(1,0)(44,30)	1544
(0,0)(44,30)	1711
(0,0)(42,30)	1712
(10,0)(42,30)	1710
(10,2)(42,30)	1719
(10,2)(36,30)	1701
(10,0)(36,30)	1717
(11,0)(36,30)	1701
(11,0)(42,30)	1712
(11,0)(43,30)	1708
(10,4)(43,30)	1710
(10,6)(43,30)	1719
(10,6)(60,30)	1611
(10,6)(48,27)	1681
(10,4)(48,27)	1679
(11,0)(48,27)	1677
(11,4)(48,27)	1677
(11,4)(50,27)	1673
(10,4)(50,27)	1679
(10,6)(50,27)	1677
(10,6)(60,27)	1641
(10,6)(53,27)	1692
(10,4)(53,27)	1690
(11,0)(53,27)	1688
(11,0)(50,27)	1681
(10,0)(50,27)	1679
(10,2)(50,27)	1673
(10,2)(60,27)	1641
(0,2)(60,27)	1621
(0,2)(50,27)	1646
(0,0)(50,27)	1644
(0,6)(60,27)	1643
(0,6)(50,27)	1646
(0,4)(50,27)	1644
(12,6)(50,27)	1656
(12,6)(50,30)	1638
(12,4)(50,30)	1636
(12,6)(60,30)	1635
(12,6)(53,30)	1556
(12,4)(53,30)	1554
(12,2)(50,30)	1633
(12,6)(60,24)	1561
(12,6)(50,24)	1679
(12,6)(46,24)	1715
(12,2)(46,24)	1711
(12,6)(46,30)	1692
(4,6)(46,30)	1695
(4,6)(48,30)	1687
(4,2)(48,30)	1691
(4,2)(50,30)	1687
(4,0)(50,30)	1693
(4,0)(60,28)	1655
(0,0)(50,28)	1691
(0,0)(60,28)	1655
(0,4)(50,28)	1674
(0,4)(50,30)	1672
(0,6)(50,26)	1655
(0,4)(50,26)	1653
(0,0)(50,26)	1651
(1,4)(50,26)	1647
(0,4)(50,24)	1653
(0,6)(50,24)	1651
(0,6)(60,24)	1615
(0,2)(50,24)	1570
(0,0)(50,24)	1655
(12,0)(50,24)	1649
(12,0)(50,26)	1646
(12,0)(50,27)	1685
(12,0)(50,30)	1670
(12,0)(60,30)	1645
(12,0)(60,26)	1631
(0,0)(60,26)	1607
(12,0)(53,26)	1564
(0,0)(53,26)	1540
(12,6)(60,26)	1625
(12,7)(60,26)	1612
(0,7)(60,26)	1588
(12,4)(60,26)	1557
(12,4)(60,30)	1580
(12,7)(60,30)	1531
(0,7)(60,30)	1507
(12,7)(45,30)	1635
(12,7)(50,30)	1605
(12,7)(50,26)	1616
(12,4)(50,26)	1601
(5,6)(50,26)	1614
(11,6)(53,30)	1577
(5,6)(53,30)	1559
(11,6)(50,26)	1625
(11,0)(45,26)	1631
(11,0)(45,24)	1664
(18,4)(45,24)	1730
(18,4)(45,30)	1694
(18,4)(39,30)	1730
(18,6)(39,30)	1742
(18,7)(50,30)	1734
(18,7)(39,30)	1760
(18,7)(50,26)	1734
(18,7)(39,26)	1760
(18,6)(39,26)	1745
(18,0)(39,26)	1720
(18,0)(50,30)	1653
(18,0)(50,27)	1649
(18,0)(39,27)	1720
(18,7)(39,27)	1760
(18,6)(39,27)	1745
(18,7)(49,27)	1740
(18,7)(59,27)	1708
(18,7)(60,27)	1704
(18,7)(39,23)	1760
(18,7)(50,23)	1708
(18,7)(50,27)	1704
(18,6)(50,23)	1693
(18,7)(60,23)	1740
(18,6)(60,23)	1725
(18,6)(60,19)	1730
(18,6)(55,19)	1720
(18,6)(44,19)	1712
(18,0)(44,19)	1700
(18,3)(45,19)	1734
(18,0)(58,19)	1585
(18,0)(60,19)	1622
(18,6)(50,19)	1737
(20,6)(50,19)	1736
(20,6)(45,19)	1696
(18,6)(45,19)	1752
(18,6)(58,23)	1668
(0,6)(58,23)	1563
(0,6)(60,23)	1555
(0,6)(45,23)	1615
(0,6)(50,23)	1625
(18,6)(45,23)	1669
(18,6)(47,19)	1625
(18,6)(56,19)	1668
(18,6)(58,19)	1660
(18,6)(56,23)	1628
(18,6)(48,23)	1660
(18,9)(60,23)	1625
(18,9)(60,16)	1709
(18,6)(60,16)	1730
(18,6)(50,16)	1708
(0,6)(50,16)	1603
(0,6)(60,16)	1618
(0,0)(60,16)	1694
(0,0)(44,16)	1655
(18,0)(44,16)	1720
(18,0)(49,16)	1730
(18,4)(49,16)	1740
(18,4)(39,16)	1760
(18,0)(58,16)	1708
(18,0)(60,16)	1720
(18,4)(60,16)	1760
(18,0)(39,16)	1752
(18,0)(50,16)	1734
(18,4)(50,16)	1760
(18,4)(50,18)	1736
(18,4)(50,20)	1758
(18,0)(50,20)	1752
(18,0)(39,20)	1752
(21,0)(39,20)	1685
(12,0)(39,20)	1695
(21,0)(39,30)	1695
(21,0)(39,26)	1691
(21,0)(41,30)	1656
(26,0)(39,30)	1721
(26,0)(50,30)	1655
(26,0)(60,30)	1661
(26,0)(60,24)	1665
(26,0)(49,24)	1657
(21,0)(49,24)	1647
(26,0)(40,30)	1672
(26,0)(41,30)	1665
(26,0)(49,30)	1605
(19,0)(41,30)	1631
(19,4)(41,30)	1661
(19,4)(60,30)	1517
(19,4)(53,30)	1577
(19,4)(48,30)	1661
(19,0)(48,30)	1653
(19,0)(48,28)	1625
(19,0)(38,23)	1745
(19,4)(39,23)	1743
(19,0)(39,23)	1737
(19,4)(39,30)	1724
(0,4)(39,23)	1768
(0,0)(39,23)	1760
(0,4)(39,30)	1713
(4,4)(39,21)	1760
(0,4)(39,21)	1756
(4,0)(39,21)	1752
(4,4)(39,23)	1746
(4,4)(39,30)	1737
(4,6)(60,30)	1648
(4,6)(60,28)	1608
(0,6)(60,28)	1644
(2,6)(60,28)	1630
(9,6)(56,28)	1635
(2,6)(56,28)	1648
(0,6)(56,28)	1640
(0,0)(56,24)	1613
(0,6)(56,24)	1646
(9,6)(56,24)	1635
(9,6)(60,24)	1617
(9,0)(56,24)	1600
(19,6)(56,30)	1610
(19,6)(60,30)	1592
(9,6)(60,26)	1635
(0,6)(60,26)	1648
(9,6)(56,26)	1635
(0,6)(56,26)	1648
(0,6)(56,30)	1640
(0,0)(56,26)	1613
(0,3)(56,26)	1618
(4,0)(39,26)	1681
(4,0)(60,26)	1659
(9,0)(60,26)	1646
(13,0)(60,26)	1625
(13,0)(60,30)	1617
(13,4)(60,21)	1634
(9,4)(60,21)	1630
(13,0)(60,21)	1626
(13,4)(60,28)	1625
(9,4)(60,28)	1621
(13,0)(60,28)	1617
(13,0)(60,24)	1646
(9,0)(60,24)	1642
(0,0)(60,24)	1659
(0,0)(39,24)	1681
(0,0)(38,20)	1737
(4,0)(38,21)	1730
(4,0)(38,20)	1737
(4,0)(39,20)	1735
(6,0)(38,20)	1722
(6,0)(39,20)	1751
(6,0)(37,20)	1726
(0,0)(37,20)	1722
(0,0)(43,23)	1716
(4,0)(37,20)	1740
(4,0)(60,20)	1648
(4,0)(47,23)	1716
(0,0)(47,23)	1712
(4,0)(60,23)	1709
(0,0)(60,23)	1705
(0,0)(56,23)	1695
(0,0)(56,30)	1625
(5,3)(56,30)	1575
(5,3)(60,30)	1571
(5,3)(60,21)	1565
(0,3)(60,21)	1550
(5,0)(60,21)	1547
(6,0)(60,21)	1550
(6,0)(60,30)	1589
(6,0)(44,30)	1670
(6,1)(44,30)	1670
(6,1)(45,30)	1656
(0,1)(45,30)	1580
(0,1)(45,23)	1620
(7,1)(45,23)	1683
(7,1)(60,23)	1596
(7,1)(50,23)	1687
(7,6)(50,23)	1705
(7,0)(50,23)	1690
(7,0)(50,21)	1655
(7,6)(50,21)	1670
(7,6)(60,21)	1610
(7,6)(45,23)	1727
(7,6)(45,21)	1710
(7,1)(45,21)	1701
(7,0)(45,21)	1697
(11,0)(45,21)	1686
(11,0)(45,23)	1668
(7,3)(45,23)	1682
(7,3)(50,23)	1656
(7,0)(45,23)	1687
(0,0)(45,23)	1652
(0,0)(50,23)	1622
(0,0)(48,23)	1628
(0,3)(48,23)	1637
(0,3)(49,23)	1635
(0,3)(50,23)	1607
(0,0)(49,23)	1629
(0,3)(60,23)	1545
(0,3)(60,30)	1542
(0,3)(58,30)	1565
(0,3)(60,24)	1586
(0,3)(55,24)	1603
(0,3)(49,30)	1584
(13,3)(49,30)	1611
(13,4)(44,30)	1655
(13,4)(38,30)	1688
(13,7)(38,30)	1672
(19,7)(38,30)	1686
(19,6)(38,30)	1655
(19,7)(53,24)	1695
(19,7)(55,24)	1708
(19,6)(55,24)	1673
(19,7)(53,30)	1625
(19,7)(45,30)	1638
(13,7)(45,30)	1624
(19,6)(45,30)	1603
(19,7)(48,30)	1578
(13,9)(45,30)	1624
(19,9)(38,30)	1690
(13,9)(38,30)	1676
(17,9)(38,28)	1712
(13,9)(38,28)	1726
(13,11)(35,28)	1756
(13,11)(38,28)	1752
(13,6)(35,28)	1721
(13,4)(35,28)	1754
(13,2)(35,28)	1752
(13,11)(55,28)	1664
(13,11)(38,30)	1742
(13,6)(35,30)	1721
(13,11)(55,30)	1603
(13,11)(35,30)	1756
(13,11)(53,30)	1651
(13,11)(39,30)	1726
(13,11)(43,30)	1742
(13,9)(43,30)	1748
(13,9)(53,30)	1603
(13,9)(50,30)	1711
(13,9)(60,30)	1651
(17,9)(45,30)	1711
(17,8)(45,30)	1696
(13,8)(45,30)	1692
(17,0)(45,30)	1656
(17,4)(45,30)	1694
(17,2)(45,30)	1692
(17,8)(50,30)	1666
(17,9)(50,30)	1711
(13,7)(50,30)	1682
(20,7)(50,30)	1692
(20,7)(45,30)	1678
(22,7)(45,30)	1692
(22,6)(45,30)	1639
(20,6)(45,30)	1631
(22,0)(48,30)	1652
(20,0)(48,30)	1644
(20,4)(45,30)	1659
(30,4)(45,30)	1679
(30,4)(44,30)	1697
(30,0)(44,30)	1671
(27,0)(41,30)	1688
(27,4)(41,30)	1714
(27,0)(36,30)	1710
(27,3)(41,30)	1706
(27,2)(42,30)	1702
(31,2)(42,30)	1716
(31,0)(42,30)	1728
(31,0)(37,30)	1726
(20,0)(37,28)	1718
(20,0)(37,30)	1716
(21,0)(37,30)	1714
(21,4)(39,30)	1758
(20,4)(39,30)	1756
(20,0)(39,30)	1750
(20,4)(37,30)	1732
(20,4)(36,30)	1718
(13,4)(36,30)	1687
(13,4)(37,30)	1685
(13,0)(37,30)	1679
(13,0)(42,30)	1681
(13,9)(55,30)	1603
(13,9)(37,30)	1711
(13,7)(37,30)	1709
(31,9)(37,30)	1728
(20,9)(37,30)	1736
(20,8)(37,30)	1721
(20,8)(39,26)	1732
(20,0)(39,26)	1736
(20,0)(58,26)	1690
(21,0)(55,26)	1652
(21,8)(55,26)	1732
(21,8)(39,26)	1758
(21,8)(39,30)	1754
(21,8)(39,27)	1721
(21,8)(37,30)	1758
(20,7)(37,30)	1736
(27,8)(36,30)	1758
(27,8)(39,27)	1721
(27,8)(39,30)	1758
(20,8)(39,30)	1744
(20,8)(36,30)	1750
(20,0)(36,30)	1718
(20,3)(36,30)	1701
(20,3)(37,30)	1697
(20,3)(39,30)	1686
(20,9)(39,30)	1758
(20,12)(39,30)	1756
(20,11)(36,30)	1732
(20,11)(37,30)	1730
(20,11)(39,30)	1718
(20,11)(50,30)	1670
(20,11)(49,30)	1676
(30,11)(49,30)	1696
(31,11)(49,30)	1700
(31,11)(36,30)	1728
(31,11)(37,30)	1726
(27,11)(36,30)	1718
(27,11)(37,30)	1716
(27,11)(39,30)	1758
(27,9)(39,30)	1750
(27,9)(36,30)	1732
(20,9)(36,30)	1718
(27,9)(37,30)	1730
(31,9)(36,30)	1742
(31,9)(39,30)	1728
(30,8)(39,30)	1713
(30,8)(36,30)	1724
(31,4)(36,30)	1728
(31,4)(37,30)	1726
(30,0)(37,30)	1724
(30,4)(37,30)	1720
(30,8)(35,30)	1738
(20,8)(35,30)	1714
(20,10)(37,30)	1758
(20,10)(39,30)	1721
(20,11)(39,28)	1736
(20,9)(39,28)	1728
(20,8)(39,28)	1721
(20,7)(39,28)	1701
(27,11)(39,28)	1736
(27,9)(39,28)	1728
(27,8)(39,28)	1721
(27,10)(39,30)	1758
(27,10)(37,30)	1754
(27,8)(37,30)	1714
(27,6)(37,30)	1718
(27,2)(37,30)	1714
(27,4)(37,30)	1716
(27,4)(39,30)	1703
(27,4)(36,30)	1718
(24,4)(36,30)	1706
(24,0)(36,26)	1692
(23,0)(36,26)	1690
(25,0)(36,26)	1698
(25,0)(36,30)	1712
(25,0)(41,26)	1646
(25,0)(40,26)	1702
(25,0)(40,30)	1712
(24,0)(36,30)	1692
(24,0)(41,30)	1666
(23,0)(41,30)	1664
(16,0)(41,30)	1611
(21,0)(41,24)	1656
(21,0)(41,22)	1652
(21,0)(41,23)	1616
(22,0)(41,24)	1654
(21,0)(41,20)	1652
(22,9)(41,20)	1705
(22,9)(41,19)	1760
(21,9)(41,19)	1756
(21,9)(47,23)	1751
(21,9)(60,20)	1616
(21,9)(60,23)	1598
(21,9)(47,20)	1711
(21,9)(41,23)	1746
(21,9)(41,21)	1751
(21,9)(42,26)	1733
(21,9)(47,27)	1728
(21,9)(41,30)	1713
(21,9)(41,27)	1726
(12,9)(41,27)	1708
(12,9)(41,30)	1693
(21,9)(41,20)	1760
(21,9)(41,22)	1745
(12,9)(41,22)	1694
(2,9)(41,22)	1668
(0,9)(41,22)	1660
(0,9)(60,22)	1616
(0,9)(41,23)	1668
(22,9)(41,23)	1746
(25,9)(41,23)	1745
(22,9)(41,21)	1742
(25,9)(41,21)	1746
(25,10)(60,21)	1625
(25,10)(42,23)	1751
(25,10)(47,23)	1716
(25,10)(48,23)	1709
(25,10)(53,23)	1674
(21,10)(48,23)	1705
(21,10)(42,23)	1751
(21,10)(47,23)	1716
(21,10)(42,30)	1696
(21,10)(47,30)	1661
(30,0)(41,20)	1656
(25,0)(41,20)	1642
(25,9)(41,20)	1745
(25,9)(47,20)	1696
(22,9)(47,20)	1711
(23,9)(47,18)	1705
(23,9)(47,20)	1711
(23,9)(41,20)	1720
(23,9)(41,23)	1702
(23,0)(41,20)	1656
(22,0)(41,20)	1654
(21,0)(40,20)	1652
(21,0)(40,19)	1642
(21,0)(47,19)	1656
(21,0)(47,20)	1652
(25,0)(47,17)	1692
(26,0)(47,17)	1682
(26,0)(47,20)	1656
(26,0)(47,23)	1693
(25,0)(47,23)	1707
(21,0)(47,23)	1707
(21,0)(60,23)	1669
(21,0)(47,21)	1711
(21,0)(60,21)	1669
(21,0)(53,21)	1665
(21,0)(53,23)	1667
(21,0)(59,23)	1616
(21,0)(59,20)	1635
(21,0)(59,24)	1627
(21,0)(60,24)	1633
(21,0)(53,24)	1616
(16,0)(53,24)	1695
(20,9)(53,24)	1745
(16,9)(53,24)	1741
(20,9)(60,24)	1731
(20,0)(53,24)	1704
(20,9)(53,20)	1745
(16,9)(53,20)	1741
(20,9)(60,20)	1731
(16,9)(60,20)	1741
(20,0)(60,20)	1701
(20,0)(48,20)	1686
(16,0)(48,20)	1682
(20,0)(48,24)	1678
(16,0)(48,24)	1646
(16,0)(60,24)	1662
(16,9)(60,24)	1745
(16,9)(48,24)	1656
(20,9)(47,24)	1745
(16,9)(47,23)	1741
(16,9)(43,23)	1731
(16,9)(47,21)	1705
(16,9)(43,21)	1731
(16,0)(43,21)	1701
(16,9)(60,21)	1601
(20,9)(60,23)	1721
(16,9)(60,23)	1717
(20,9)(47,23)	1731
(20,9)(53,23)	1656
(16,9)(53,23)	1652
(16,9)(56,23)	1721
(16,0)(56,23)	1677
(16,9)(56,30)	1692
(20,9)(50,30)	1656
(20,0)(50,30)	1724
(16,0)(50,30)	1720
(16,1)(50,30)	1720
(16,9)(50,30)	1656
(16,9)(60,30)	1616
(16,0)(60,30)	1466
(9,0)(60,30)	1594
(9,3)(48,30)	1682
(9,3)(60,30)	1594
(9,3)(44,30)	1686
(9,3)(60,23)	1594
(9,3)(44,23)	1686
(9,3)(48,23)	1682
(9,3)(60,16)	1664
(14,0)(60,16)	1566
(14,1)(60,16)	1548
(14,1)(49,23)	1651
(14,0)(49,23)	1647
(14,0)(50,23)	1647
(14,0)(50,30)	1560
(14,0)(49,30)	1558
(9,0)(49,30)	1546
(9,0)(56,30)	1610
(9,6)(56,30)	1591
(9,6)(60,30)	1587
(9,4)(60,30)	1556
(5,4)(60,30)	1553
(5,6)(60,30)	1548
(5,4)(55,30)	1561
(5,4)(56,30)	1585
(0,4)(56,30)	1481
(4,4)(60,30)	1541
(4,4)(55,30)	1481
(0,4)(55,30)	1477
(4,4)(55,25)	1572
(4,4)(53,25)	1586
(4,4)(60,25)	1551
(0,4)(60,25)	1547
(4,2)(53,25)	1621
(4,0)(53,25)	1673
(0,0)(53,25)	1669
